month,company,cash_musd,rigs_active,rigs_warm,rigs_cold
218,PlayerCo,969.13,1,1,0
218,Stack&Pray Drilling,1205.2,2,0,0
218,Bluewater Titans,327.19,1,1,0
219,PlayerCo,969.67,1,1,0
219,Stack&Pray Drilling,1208.26,2,0,0
219,Bluewater Titans,327.64,1,1,0
220,PlayerCo,971.56,2,0,0
220,Stack&Pray Drilling,1211.32,2,0,0
220,Bluewater Titans,328.09,1,1,0
221,PlayerCo,973.45,2,0,0
221,Stack&Pray Drilling,1214.38,2,0,0
221,Bluewater Titans,328.54,1,1,0
222,PlayerCo,975.34,2,0,0
222,Stack&Pray Drilling,1217.44,2,0,0
222,Bluewater Titans,328.99,1,1,0
223,PlayerCo,977.23,2,0,0
223,Stack&Pray Drilling,1220.5,2,0,0
223,Bluewater Titans,329.44,1,1,0
224,PlayerCo,979.12,2,0,0
224,Stack&Pray Drilling,1223.56,2,0,0
224,Bluewater Titans,329.89,1,1,0
225,PlayerCo,981.01,1,1,0
225,Stack&Pray Drilling,1226.62,2,0,0
225,Bluewater Titans,330.34,1,1,0
226,PlayerCo,983.02,2,0,0
226,Stack&Pray Drilling,1229.68,2,0,0
226,Bluewater Titans,330.79,1,1,0
227,PlayerCo,985.03,2,0,0
227,Stack&Pray Drilling,1232.74,2,0,0
227,Bluewater Titans,331.24,1,1,0
228,PlayerCo,987.04,1,1,0
228,Stack&Pray Drilling,1235.8,2,0,0
228,Bluewater Titans,331.69,1,1,0
229,PlayerCo,989.95,2,0,0
229,Stack&Pray Drilling,1238.86,2,0,0
229,Bluewater Titans,332.14,1,1,0
230,PlayerCo,992.86,2,0,0
230,Stack&Pray Drilling,1241.92,2,0,0
230,Bluewater Titans,332.59,1,1,0
231,PlayerCo,995.77,2,0,0
231,Stack&Pray Drilling,1244.98,2,0,0
231,Bluewater Titans,333.04,0,2,0
232,PlayerCo,998.68,2,0,0
232,Stack&Pray Drilling,1248.04,1,1,0
232,Bluewater Titans,332.14,0,2,0
233,PlayerCo,1001.59,2,0,0
233,Stack&Pray Drilling,1248.46,1,1,0
233,Bluewater Titans,332.98,1,1,0
234,PlayerCo,1004.5,2,0,0
234,Stack&Pray Drilling,1248.88,1,1,0
234,Bluewater Titans,333.82,1,1,0
235,PlayerCo,1007.41,2,0,0
235,Stack&Pray Drilling,1249.3,1,1,0
235,Bluewater Titans,334.66,1,1,0
236,PlayerCo,1010.32,2,0,0
236,Stack&Pray Drilling,1252.78,2,0,0
236,Bluewater Titans,335.5,1,1,0
237,PlayerCo,1013.23,1,1,0
237,Stack&Pray Drilling,1256.26,1,1,0
237,Bluewater Titans,336.34,1,1,0
238,PlayerCo,1016.02,2,0,0
238,Stack&Pray Drilling,1259.92,2,0,0
238,Bluewater Titans,337.18,1,1,0
239,PlayerCo,1018.81,2,0,0
239,Stack&Pray Drilling,1263.58,2,0,0
239,Bluewater Titans,338.02,1,1,0
240,PlayerCo,1021.6,2,0,0
240,Stack&Pray Drilling,1267.24,2,0,0
240,Bluewater Titans,338.86,1,1,0
241,PlayerCo,1024.39,2,0,0
241,Stack&Pray Drilling,1270.9,2,0,0
241,Bluewater Titans,339.7,0,2,0
242,PlayerCo,1027.18,2,0,0
242,Stack&Pray Drilling,1274.56,2,0,0
242,Bluewater Titans,339.82,1,1,0
243,PlayerCo,1029.97,2,0,0
243,Stack&Pray Drilling,1278.22,1,1,0
243,Bluewater Titans,339.94,1,1,0
244,PlayerCo,1032.76,2,0,0
244,Stack&Pray Drilling,1282.12,2,0,0
244,Bluewater Titans,340.06,1,1,0
245,PlayerCo,1035.55,2,0,0
245,Stack&Pray Drilling,1286.02,2,0,0
245,Bluewater Titans,340.18,1,1,0
246,PlayerCo,1038.34,1,1,0
246,Stack&Pray Drilling,1289.92,2,0,0
246,Bluewater Titans,340.3,1,1,0
247,PlayerCo,1039.78,1,1,0
247,Stack&Pray Drilling,1293.82,2,0,0
247,Bluewater Titans,340.42,1,1,0
248,PlayerCo,1041.22,1,1,0
248,Stack&Pray Drilling,1297.72,2,0,0
248,Bluewater Titans,340.54,1,1,0
249,PlayerCo,1044.49,2,0,0
249,Stack&Pray Drilling,1301.62,2,0,0
249,Bluewater Titans,340.66,1,1,0
250,PlayerCo,1047.76,2,0,0
250,Stack&Pray Drilling,1305.52,2,0,0
250,Bluewater Titans,340.78,1,1,0
251,PlayerCo,1051.03,2,0,0
251,Stack&Pray Drilling,1309.42,2,0,0
251,Bluewater Titans,340.9,1,1,0
252,PlayerCo,1054.3,1,1,0
252,Stack&Pray Drilling,1313.32,1,1,0
252,Bluewater Titans,341.02,1,1,0
253,PlayerCo,1055.23,1,1,0
253,Stack&Pray Drilling,1317.13,1,1,0
253,Bluewater Titans,341.14,1,1,0
254,PlayerCo,1058.23,2,0,0
254,Stack&Pray Drilling,1317.88,1,1,0
254,Bluewater Titans,341.26,1,1,0
255,PlayerCo,1061.23,2,0,0
255,Stack&Pray Drilling,1318.63,1,1,0
255,Bluewater Titans,341.38,1,1,0
256,PlayerCo,1064.23,2,0,0
256,Stack&Pray Drilling,1319.38,1,1,0
256,Bluewater Titans,341.5,1,1,0
257,PlayerCo,1067.23,1,1,0
257,Stack&Pray Drilling,1320.13,1,1,0
257,Bluewater Titans,341.62,1,1,0
258,PlayerCo,1069.6,2,0,0
258,Stack&Pray Drilling,1320.88,1,1,0
258,Bluewater Titans,341.74,1,1,0
259,PlayerCo,1071.97,2,0,0
259,Stack&Pray Drilling,1321.63,1,1,0
259,Bluewater Titans,341.86,0,2,0
260,PlayerCo,1074.34,2,0,0
260,Stack&Pray Drilling,1325.08,2,0,0
260,Bluewater Titans,340.96,0,2,0
261,PlayerCo,1076.71,2,0,0
261,Stack&Pray Drilling,1328.53,1,1,0
261,Bluewater Titans,340.06,0,2,0
262,PlayerCo,1079.08,2,0,0
262,Stack&Pray Drilling,1331.65,2,0,0
262,Bluewater Titans,339.16,0,2,0
263,PlayerCo,1081.45,2,0,0
263,Stack&Pray Drilling,1334.77,2,0,0
263,Bluewater Titans,339.13,1,1,0
264,PlayerCo,1083.82,2,0,0
264,Stack&Pray Drilling,1337.89,2,0,0
264,Bluewater Titans,339.1,1,1,0
265,PlayerCo,1086.19,2,0,0
265,Stack&Pray Drilling,1341.01,2,0,0
265,Bluewater Titans,339.07,1,1,0
266,PlayerCo,1088.56,2,0,0
266,Stack&Pray Drilling,1344.13,2,0,0
266,Bluewater Titans,339.04,1,1,0
267,PlayerCo,1090.93,2,0,0
267,Stack&Pray Drilling,1347.25,2,0,0
267,Bluewater Titans,339.01,1,1,0
268,PlayerCo,1093.3,2,0,0
268,Stack&Pray Drilling,1350.37,1,1,0
268,Bluewater Titans,338.98,1,1,0
269,PlayerCo,1095.67,2,0,0
269,Stack&Pray Drilling,1350.79,1,1,0
269,Bluewater Titans,338.95,1,1,0
270,PlayerCo,1098.04,2,0,0
270,Stack&Pray Drilling,1351.21,1,1,0
270,Bluewater Titans,338.92,1,1,0
271,PlayerCo,1100.41,1,1,0
271,Stack&Pray Drilling,1354.09,2,0,0
271,Bluewater Titans,338.89,1,1,0
272,PlayerCo,1102.06,2,0,0
272,Stack&Pray Drilling,1356.97,2,0,0
272,Bluewater Titans,338.86,1,1,0
273,PlayerCo,1103.71,2,0,0
273,Stack&Pray Drilling,1359.85,1,1,0
273,Bluewater Titans,338.83,1,1,0
274,PlayerCo,1105.36,2,0,0
274,Stack&Pray Drilling,1362.64,2,0,0
274,Bluewater Titans,338.8,0,2,0
275,PlayerCo,1107.01,2,0,0
275,Stack&Pray Drilling,1365.43,2,0,0
275,Bluewater Titans,337.9,0,2,0
276,PlayerCo,1108.66,2,0,0
276,Stack&Pray Drilling,1368.22,2,0,0
276,Bluewater Titans,337.0,0,2,0
277,PlayerCo,1110.31,2,0,0
277,Stack&Pray Drilling,1371.01,2,0,0
277,Bluewater Titans,336.97,1,1,0
278,PlayerCo,1111.96,2,0,0
278,Stack&Pray Drilling,1373.8,2,0,0
278,Bluewater Titans,336.94,1,1,0
279,PlayerCo,1113.61,2,0,0
279,Stack&Pray Drilling,1376.59,2,0,0
279,Bluewater Titans,336.91,1,1,0
280,PlayerCo,1115.26,2,0,0
280,Stack&Pray Drilling,1379.38,2,0,0
280,Bluewater Titans,336.88,1,1,0
281,PlayerCo,1116.91,1,1,0
281,Stack&Pray Drilling,1382.17,2,0,0
281,Bluewater Titans,336.85,1,1,0
282,PlayerCo,1117.36,1,1,0
282,Stack&Pray Drilling,1384.96,2,0,0
282,Bluewater Titans,336.82,1,1,0
283,PlayerCo,1118.89,2,0,0
283,Stack&Pray Drilling,1387.75,2,0,0
283,Bluewater Titans,336.79,1,1,0
284,PlayerCo,1120.42,2,0,0
284,Stack&Pray Drilling,1390.54,2,0,0
284,Bluewater Titans,336.76,1,1,0
285,PlayerCo,1121.95,2,0,0
285,Stack&Pray Drilling,1393.33,2,0,0
285,Bluewater Titans,336.73,1,1,0
286,PlayerCo,1123.48,2,0,0
286,Stack&Pray Drilling,1396.12,2,0,0
286,Bluewater Titans,336.7,1,1,0
287,PlayerCo,1125.01,2,0,0
287,Stack&Pray Drilling,1398.91,2,0,0
287,Bluewater Titans,336.67,1,1,0
288,PlayerCo,1126.54,2,0,0
288,Stack&Pray Drilling,1401.7,1,1,0
288,Bluewater Titans,336.64,1,1,0
289,PlayerCo,1128.07,2,0,0
289,Stack&Pray Drilling,1402.03,1,1,0
289,Bluewater Titans,336.61,1,1,0
290,PlayerCo,1129.6,2,0,0
290,Stack&Pray Drilling,1402.36,1,1,0
290,Bluewater Titans,336.58,1,1,0
291,PlayerCo,1131.13,2,0,0
291,Stack&Pray Drilling,1402.69,1,1,0
291,Bluewater Titans,336.55,1,1,0
292,PlayerCo,1132.66,2,0,0
292,Stack&Pray Drilling,1404.64,2,0,0
292,Bluewater Titans,336.52,1,1,0
293,PlayerCo,1134.19,2,0,0
293,Stack&Pray Drilling,1406.59,2,0,0
293,Bluewater Titans,336.49,1,1,0
294,PlayerCo,1135.72,1,1,0
294,Stack&Pray Drilling,1408.54,2,0,0
294,Bluewater Titans,336.46,1,1,0
295,PlayerCo,1136.8,1,1,0
295,Stack&Pray Drilling,1410.49,2,0,0
295,Bluewater Titans,336.43,1,1,0
296,PlayerCo,1137.85,2,0,0
296,Stack&Pray Drilling,1412.44,2,0,0
296,Bluewater Titans,336.4,1,1,0
297,PlayerCo,1138.9,2,0,0
297,Stack&Pray Drilling,1414.39,1,1,0
297,Bluewater Titans,336.37,1,1,0
298,PlayerCo,1139.95,2,0,0
298,Stack&Pray Drilling,1415.8,2,0,0
298,Bluewater Titans,336.34,1,1,0
299,PlayerCo,1141.0,2,0,0
299,Stack&Pray Drilling,1417.21,2,0,0
299,Bluewater Titans,336.31,1,1,0
300,PlayerCo,1142.05,2,0,0
300,Stack&Pray Drilling,1418.62,2,0,0
300,Bluewater Titans,336.28,0,2,0
301,PlayerCo,1143.1,1,1,0
301,Stack&Pray Drilling,1420.03,2,0,0
301,Bluewater Titans,335.38,0,2,0
302,PlayerCo,1144.0,2,0,0
302,Stack&Pray Drilling,1421.44,2,0,0
302,Bluewater Titans,334.48,0,2,0
303,PlayerCo,1144.9,2,0,0
303,Stack&Pray Drilling,1422.85,2,0,0
303,Bluewater Titans,333.58,0,2,0
304,PlayerCo,1145.8,2,0,0
304,Stack&Pray Drilling,1424.26,2,0,0
304,Bluewater Titans,333.82,1,1,0
305,PlayerCo,1146.7,2,0,0
305,Stack&Pray Drilling,1425.67,2,0,0
305,Bluewater Titans,334.06,1,1,0
306,PlayerCo,1147.6,1,1,0
306,Stack&Pray Drilling,1427.08,2,0,0
306,Bluewater Titans,334.3,1,1,0
307,PlayerCo,1149.19,2,0,0
307,Stack&Pray Drilling,1428.49,2,0,0
307,Bluewater Titans,334.54,1,1,0
308,PlayerCo,1150.78,2,0,0
308,Stack&Pray Drilling,1429.9,2,0,0
308,Bluewater Titans,334.78,1,1,0
309,PlayerCo,1152.37,2,0,0
309,Stack&Pray Drilling,1431.31,1,1,0
309,Bluewater Titans,335.02,1,1,0
310,PlayerCo,1153.96,2,0,0
310,Stack&Pray Drilling,1433.26,2,0,0
310,Bluewater Titans,335.26,1,1,0
311,PlayerCo,1155.55,2,0,0
311,Stack&Pray Drilling,1435.21,2,0,0
311,Bluewater Titans,335.5,1,1,0
312,PlayerCo,1157.14,2,0,0
312,Stack&Pray Drilling,1437.16,2,0,0
312,Bluewater Titans,335.74,1,1,0
313,PlayerCo,1158.73,2,0,0
313,Stack&Pray Drilling,1439.11,2,0,0
313,Bluewater Titans,335.98,1,1,0
314,PlayerCo,1160.32,2,0,0
314,Stack&Pray Drilling,1441.06,2,0,0
314,Bluewater Titans,336.22,1,1,0
315,PlayerCo,1161.91,2,0,0
315,Stack&Pray Drilling,1443.01,1,1,0
315,Bluewater Titans,336.46,1,1,0
316,PlayerCo,1163.5,2,0,0
316,Stack&Pray Drilling,1445.08,2,0,0
316,Bluewater Titans,336.7,1,1,0
317,PlayerCo,1165.09,2,0,0
317,Stack&Pray Drilling,1447.15,2,0,0
317,Bluewater Titans,336.94,1,1,0
318,PlayerCo,1166.68,2,0,0
318,Stack&Pray Drilling,1449.22,2,0,0
318,Bluewater Titans,337.18,1,1,0
319,PlayerCo,1168.27,2,0,0
319,Stack&Pray Drilling,1451.29,2,0,0
319,Bluewater Titans,337.42,1,1,0
320,PlayerCo,1169.86,2,0,0
320,Stack&Pray Drilling,1453.36,2,0,0
320,Bluewater Titans,337.66,1,1,0
321,PlayerCo,1171.45,2,0,0
321,Stack&Pray Drilling,1455.43,1,1,0
321,Bluewater Titans,337.9,0,2,0
322,PlayerCo,1173.04,2,0,0
322,Stack&Pray Drilling,1456.81,1,1,0
322,Bluewater Titans,337.0,0,2,0
323,PlayerCo,1174.63,2,0,0
323,Stack&Pray Drilling,1459.36,2,0,0
323,Bluewater Titans,336.91,1,1,0
324,PlayerCo,1176.22,2,0,0
324,Stack&Pray Drilling,1461.91,1,1,0
324,Bluewater Titans,336.82,1,1,0
325,PlayerCo,1177.81,1,1,0
325,Stack&Pray Drilling,1462.18,1,1,0
325,Bluewater Titans,336.73,1,1,0
326,PlayerCo,1178.23,1,1,0
326,Stack&Pray Drilling,1465.09,2,0,0
326,Bluewater Titans,336.64,1,1,0
327,PlayerCo,1180.66,2,0,0
327,Stack&Pray Drilling,1468.0,2,0,0
327,Bluewater Titans,336.55,1,1,0
328,PlayerCo,1183.09,2,0,0
328,Stack&Pray Drilling,1470.91,2,0,0
328,Bluewater Titans,336.46,1,1,0
329,PlayerCo,1185.52,2,0,0
329,Stack&Pray Drilling,1473.82,2,0,0
329,Bluewater Titans,336.37,1,1,0
330,PlayerCo,1187.95,1,1,0
330,Stack&Pray Drilling,1476.73,2,0,0
330,Bluewater Titans,336.28,1,1,0
331,PlayerCo,1190.08,2,0,0
331,Stack&Pray Drilling,1479.64,2,0,0
331,Bluewater Titans,336.19,1,1,0
332,PlayerCo,1192.21,2,0,0
332,Stack&Pray Drilling,1482.55,2,0,0
332,Bluewater Titans,336.1,1,1,0
333,PlayerCo,1194.34,2,0,0
333,Stack&Pray Drilling,1485.46,2,0,0
333,Bluewater Titans,336.01,1,1,0
334,PlayerCo,1196.47,2,0,0
334,Stack&Pray Drilling,1488.37,1,1,0
334,Bluewater Titans,335.92,1,1,0
335,PlayerCo,1198.6,1,1,0
335,Stack&Pray Drilling,1488.64,1,1,0
335,Bluewater Titans,335.83,1,1,0
336,PlayerCo,1200.04,2,0,0
336,Stack&Pray Drilling,1488.91,1,1,0
336,Bluewater Titans,335.74,1,1,0
337,PlayerCo,1201.48,2,0,0
337,Stack&Pray Drilling,1489.18,1,1,0
337,Bluewater Titans,335.65,1,1,0
338,PlayerCo,1202.92,2,0,0
338,Stack&Pray Drilling,1489.45,1,1,0
338,Bluewater Titans,335.56,1,1,0
339,PlayerCo,1204.36,2,0,0
339,Stack&Pray Drilling,1492.24,2,0,0
339,Bluewater Titans,335.47,1,1,0
340,PlayerCo,1205.8,2,0,0
340,Stack&Pray Drilling,1495.03,1,1,0
340,Bluewater Titans,335.38,1,1,0
341,PlayerCo,1207.24,2,0,0
341,Stack&Pray Drilling,1496.65,1,1,0
341,Bluewater Titans,335.29,1,1,0
342,PlayerCo,1208.68,2,0,0
342,Stack&Pray Drilling,1499.08,2,0,0
342,Bluewater Titans,335.2,1,1,0
343,PlayerCo,1210.12,2,0,0
343,Stack&Pray Drilling,1501.51,2,0,0
343,Bluewater Titans,335.11,1,1,0
344,PlayerCo,1211.56,1,1,0
344,Stack&Pray Drilling,1503.94,2,0,0
344,Bluewater Titans,335.02,1,1,0
345,PlayerCo,1213.21,2,0,0
345,Stack&Pray Drilling,1506.37,2,0,0
345,Bluewater Titans,334.93,1,1,0
346,PlayerCo,1214.86,2,0,0
346,Stack&Pray Drilling,1508.8,2,0,0
346,Bluewater Titans,334.84,0,2,0
347,PlayerCo,1216.51,2,0,0
347,Stack&Pray Drilling,1511.23,2,0,0
347,Bluewater Titans,335.62,1,1,0
348,PlayerCo,1218.16,2,0,0
348,Stack&Pray Drilling,1513.66,2,0,0
348,Bluewater Titans,336.4,1,1,0
349,PlayerCo,1219.81,2,0,0
349,Stack&Pray Drilling,1516.09,2,0,0
349,Bluewater Titans,337.18,1,1,0
350,PlayerCo,1221.46,2,0,0
350,Stack&Pray Drilling,1518.52,0,2,0
350,Bluewater Titans,337.96,1,1,0
351,PlayerCo,1223.11,2,0,0
351,Stack&Pray Drilling,1520.05,1,1,0
351,Bluewater Titans,338.74,1,1,0
352,PlayerCo,1224.76,2,0,0
352,Stack&Pray Drilling,1521.58,1,1,0
352,Bluewater Titans,339.52,1,1,0
353,PlayerCo,1226.41,1,1,0
353,Stack&Pray Drilling,1523.11,1,1,0
353,Bluewater Titans,340.3,1,1,0
354,PlayerCo,1226.53,0,2,0
354,Stack&Pray Drilling,1528.3,2,0,0
354,Bluewater Titans,341.08,1,1,0
355,PlayerCo,1229.95,2,0,0
355,Stack&Pray Drilling,1533.49,2,0,0
355,Bluewater Titans,341.86,1,1,0
356,PlayerCo,1233.37,2,0,0
356,Stack&Pray Drilling,1538.68,2,0,0
356,Bluewater Titans,342.64,1,1,0
357,PlayerCo,1236.79,2,0,0
357,Stack&Pray Drilling,1543.87,2,0,0
357,Bluewater Titans,343.42,1,1,0
358,PlayerCo,1240.21,2,0,0
358,Stack&Pray Drilling,1549.06,2,0,0
358,Bluewater Titans,344.2,0,2,0
359,PlayerCo,1243.63,2,0,0
359,Stack&Pray Drilling,1554.25,2,0,0
359,Bluewater Titans,343.3,0,2,0
360,PlayerCo,1247.05,1,1,0
360,Stack&Pray Drilling,1559.44,2,0,0
360,Bluewater Titans,342.4,0,2,0
361,PlayerCo,1251.22,2,0,0
361,Stack&Pray Drilling,1564.63,2,0,0
361,Bluewater Titans,344.17,1,1,0
362,PlayerCo,1255.39,2,0,0
362,Stack&Pray Drilling,1569.82,2,0,0
362,Bluewater Titans,345.94,1,1,0
363,PlayerCo,1259.56,2,0,0
363,Stack&Pray Drilling,1575.01,2,0,0
363,Bluewater Titans,347.71,1,1,0
364,PlayerCo,1263.73,2,0,0
364,Stack&Pray Drilling,1580.2,2,0,0
364,Bluewater Titans,349.48,1,1,0
365,PlayerCo,1267.9,2,0,0
365,Stack&Pray Drilling,1585.39,2,0,0
365,Bluewater Titans,351.25,1,1,0
366,PlayerCo,1272.07,1,1,0
366,Stack&Pray Drilling,1590.58,2,0,0
366,Bluewater Titans,353.02,1,1,0
367,PlayerCo,1276.6,2,0,0
367,Stack&Pray Drilling,1595.77,2,0,0
367,Bluewater Titans,354.79,1,1,0
368,PlayerCo,1281.13,2,0,0
368,Stack&Pray Drilling,1600.96,2,0,0
368,Bluewater Titans,356.56,1,1,0
369,PlayerCo,1285.66,2,0,0
369,Stack&Pray Drilling,1606.15,2,0,0
369,Bluewater Titans,358.33,0,2,0
370,PlayerCo,1290.19,2,0,0
370,Stack&Pray Drilling,1611.34,2,0,0
370,Bluewater Titans,357.43,0,2,0
371,PlayerCo,1294.72,2,0,0
371,Stack&Pray Drilling,1616.53,2,0,0
371,Bluewater Titans,356.53,0,2,0
372,PlayerCo,1299.25,0,2,0
372,Stack&Pray Drilling,1621.72,2,0,0
372,Bluewater Titans,357.55,1,1,0
373,PlayerCo,1301.02,1,1,0
373,Stack&Pray Drilling,1626.91,2,0,0
373,Bluewater Titans,358.57,1,1,0
374,PlayerCo,1305.31,2,0,0
374,Stack&Pray Drilling,1632.1,1,1,0
374,Bluewater Titans,359.59,1,1,0
375,PlayerCo,1309.6,2,0,0
375,Stack&Pray Drilling,1636.69,2,0,0
375,Bluewater Titans,360.61,1,1,0
376,PlayerCo,1313.89,2,0,0
376,Stack&Pray Drilling,1641.28,2,0,0
376,Bluewater Titans,361.63,1,1,0
377,PlayerCo,1318.18,2,0,0
377,Stack&Pray Drilling,1645.87,1,1,0
377,Bluewater Titans,362.65,1,1,0
378,PlayerCo,1322.47,1,1,0
378,Stack&Pray Drilling,1646.8,1,1,0
378,Bluewater Titans,363.67,1,1,0
379,PlayerCo,1324.09,1,1,0
379,Stack&Pray Drilling,1652.11,2,0,0
379,Bluewater Titans,364.69,1,1,0
380,PlayerCo,1327.87,2,0,0
380,Stack&Pray Drilling,1657.42,2,0,0
380,Bluewater Titans,365.71,1,1,0
381,PlayerCo,1331.65,2,0,0
381,Stack&Pray Drilling,1662.73,2,0,0
381,Bluewater Titans,366.73,1,1,0
382,PlayerCo,1335.43,2,0,0
382,Stack&Pray Drilling,1668.04,2,0,0
382,Bluewater Titans,367.75,1,1,0
383,PlayerCo,1339.21,2,0,0
383,Stack&Pray Drilling,1673.35,2,0,0
383,Bluewater Titans,368.77,1,1,0
384,PlayerCo,1342.99,2,0,0
384,Stack&Pray Drilling,1678.66,2,0,0
384,Bluewater Titans,369.79,1,1,0
385,PlayerCo,1346.77,2,0,0
385,Stack&Pray Drilling,1683.97,2,0,0
385,Bluewater Titans,370.81,1,1,0
386,PlayerCo,1350.55,2,0,0
386,Stack&Pray Drilling,1689.28,1,1,0
386,Bluewater Titans,371.83,1,1,0
387,PlayerCo,1354.33,2,0,0
387,Stack&Pray Drilling,1694.5,2,0,0
387,Bluewater Titans,372.85,1,1,0
388,PlayerCo,1358.11,1,1,0
388,Stack&Pray Drilling,1699.72,2,0,0
388,Bluewater Titans,373.87,1,1,0
389,PlayerCo,1362.13,2,0,0
389,Stack&Pray Drilling,1704.94,2,0,0
389,Bluewater Titans,374.89,0,2,0
390,PlayerCo,1366.15,2,0,0
390,Stack&Pray Drilling,1710.16,2,0,0
390,Bluewater Titans,376.15,1,1,0
391,PlayerCo,1370.17,2,0,0
391,Stack&Pray Drilling,1715.38,2,0,0
391,Bluewater Titans,377.41,1,1,0
392,PlayerCo,1374.19,2,0,0
392,Stack&Pray Drilling,1720.6,2,0,0
392,Bluewater Titans,378.67,1,1,0
393,PlayerCo,1378.21,2,0,0
393,Stack&Pray Drilling,1725.82,2,0,0
393,Bluewater Titans,379.93,1,1,0
394,PlayerCo,1382.23,2,0,0
394,Stack&Pray Drilling,1731.04,2,0,0
394,Bluewater Titans,381.19,1,1,0
395,PlayerCo,1386.25,2,0,0
395,Stack&Pray Drilling,1736.26,2,0,0
395,Bluewater Titans,382.45,1,1,0
396,PlayerCo,1390.27,2,0,0
396,Stack&Pray Drilling,1741.48,2,0,0
396,Bluewater Titans,383.71,1,1,0
397,PlayerCo,1394.29,0,2,0
397,Stack&Pray Drilling,1746.7,2,0,0
397,Bluewater Titans,384.97,1,1,0
398,PlayerCo,1399.09,2,0,0
398,Stack&Pray Drilling,1751.92,2,0,0
398,Bluewater Titans,386.23,1,1,0
399,PlayerCo,1403.89,2,0,0
399,Stack&Pray Drilling,1757.14,2,0,0
399,Bluewater Titans,387.49,1,1,0
400,PlayerCo,1408.69,2,0,0
400,Stack&Pray Drilling,1762.36,2,0,0
400,Bluewater Titans,388.75,1,1,0
401,PlayerCo,1413.49,2,0,0
401,Stack&Pray Drilling,1767.58,2,0,0
401,Bluewater Titans,390.01,0,2,0
402,PlayerCo,1418.29,2,0,0
402,Stack&Pray Drilling,1772.8,1,1,0
402,Bluewater Titans,391.15,1,1,0
403,PlayerCo,1423.09,2,0,0
403,Stack&Pray Drilling,1778.14,2,0,0
403,Bluewater Titans,392.29,1,1,0
404,PlayerCo,1427.89,2,0,0
404,Stack&Pray Drilling,1783.48,2,0,0
404,Bluewater Titans,393.43,1,1,0
405,PlayerCo,1432.69,2,0,0
405,Stack&Pray Drilling,1788.82,2,0,0
405,Bluewater Titans,394.57,1,1,0
406,PlayerCo,1437.49,2,0,0
406,Stack&Pray Drilling,1794.16,2,0,0
406,Bluewater Titans,395.71,1,1,0
407,PlayerCo,1442.29,2,0,0
407,Stack&Pray Drilling,1799.5,2,0,0
407,Bluewater Titans,396.85,1,1,0
408,PlayerCo,1447.09,2,0,0
408,Stack&Pray Drilling,1804.84,2,0,0
408,Bluewater Titans,397.99,1,1,0
409,PlayerCo,1451.89,2,0,0
409,Stack&Pray Drilling,1810.18,2,0,0
409,Bluewater Titans,399.13,1,1,0
410,PlayerCo,1456.69,2,0,0
410,Stack&Pray Drilling,1815.52,1,1,0
410,Bluewater Titans,400.27,1,1,0
411,PlayerCo,1461.49,2,0,0
411,Stack&Pray Drilling,1821.37,1,1,0
411,Bluewater Titans,401.41,1,1,0
412,PlayerCo,1466.29,2,0,0
412,Stack&Pray Drilling,1827.85,2,0,0
412,Bluewater Titans,402.55,1,1,0
413,PlayerCo,1471.09,2,0,0
413,Stack&Pray Drilling,1834.33,2,0,0
413,Bluewater Titans,403.69,0,2,0
414,PlayerCo,1475.89,2,0,0
414,Stack&Pray Drilling,1840.81,2,0,0
414,Bluewater Titans,402.79,0,2,0
415,PlayerCo,1480.69,1,1,0
415,Stack&Pray Drilling,1847.29,2,0,0
415,Bluewater Titans,404.2,1,1,0
416,PlayerCo,1485.76,2,0,0
416,Stack&Pray Drilling,1853.77,2,0,0
416,Bluewater Titans,405.61,1,1,0
417,PlayerCo,1490.83,2,0,0
417,Stack&Pray Drilling,1860.25,2,0,0
417,Bluewater Titans,407.02,1,1,0
418,PlayerCo,1495.9,2,0,0
418,Stack&Pray Drilling,1866.73,2,0,0
418,Bluewater Titans,408.43,1,1,0
419,PlayerCo,1500.97,2,0,0
419,Stack&Pray Drilling,1873.21,2,0,0
419,Bluewater Titans,409.84,1,1,0
420,PlayerCo,1506.04,2,0,0
420,Stack&Pray Drilling,1879.69,2,0,0
420,Bluewater Titans,411.25,1,1,0
421,PlayerCo,1511.11,0,2,0
421,Stack&Pray Drilling,1886.17,2,0,0
421,Bluewater Titans,412.66,1,1,0
422,PlayerCo,1517.2,2,0,0
422,Stack&Pray Drilling,1892.65,2,0,0
422,Bluewater Titans,414.07,1,1,0
423,PlayerCo,1523.29,2,0,0
423,Stack&Pray Drilling,1899.13,1,1,0
423,Bluewater Titans,415.48,1,1,0
424,PlayerCo,1529.38,2,0,0
424,Stack&Pray Drilling,1900.48,1,1,0
424,Bluewater Titans,416.89,1,1,0
425,PlayerCo,1535.47,2,0,0
425,Stack&Pray Drilling,1901.83,1,1,0
425,Bluewater Titans,418.3,1,1,0
426,PlayerCo,1541.56,2,0,0
426,Stack&Pray Drilling,1903.18,1,1,0
426,Bluewater Titans,419.71,1,1,0
427,PlayerCo,1547.65,2,0,0
427,Stack&Pray Drilling,1909.18,2,0,0
427,Bluewater Titans,421.12,1,1,0
428,PlayerCo,1553.74,2,0,0
428,Stack&Pray Drilling,1915.18,1,1,0
428,Bluewater Titans,422.53,1,1,0
429,PlayerCo,1559.83,2,0,0
429,Stack&Pray Drilling,1921.57,2,0,0
