month,company,cash_musd,rigs_active,rigs_warm,rigs_cold
218,PlayerCo,969.13,1,1,0
218,Stack&Pray Drilling,1205.2,2,0,0
218,Bluewater Titans,327.19,1,1,0
219,PlayerCo,969.67,1,1,0
219,Stack&Pray Drilling,1208.26,2,0,0
219,Bluewater Titans,327.64,1,1,0
220,PlayerCo,971.56,2,0,0
220,Stack&Pray Drilling,1211.32,2,0,0
220,Bluewater Titans,328.09,1,1,0
221,PlayerCo,973.45,2,0,0
221,Stack&Pray Drilling,1214.38,2,0,0
221,Bluewater Titans,328.54,1,1,0
222,PlayerCo,975.34,2,0,0
222,Stack&Pray Drilling,1217.44,2,0,0
222,Bluewater Titans,328.99,1,1,0
223,PlayerCo,977.23,2,0,0
223,Stack&Pray Drilling,1220.5,2,0,0
223,Bluewater Titans,329.44,1,1,0
224,PlayerCo,979.12,2,0,0
224,Stack&Pray Drilling,1223.56,2,0,0
224,Bluewater Titans,329.89,1,1,0
225,PlayerCo,981.01,1,1,0
225,Stack&Pray Drilling,1226.62,2,0,0
225,Bluewater Titans,330.34,1,1,0
226,PlayerCo,983.02,2,0,0
226,Stack&Pray Drilling,1229.68,2,0,0
226,Bluewater Titans,330.79,1,1,0
227,PlayerCo,985.03,2,0,0
227,Stack&Pray Drilling,1232.74,2,0,0
227,Bluewater Titans,331.24,1,1,0
228,PlayerCo,987.04,1,1,0
228,Stack&Pray Drilling,1235.8,2,0,0
228,Bluewater Titans,331.69,1,1,0
229,PlayerCo,989.95,2,0,0
229,Stack&Pray Drilling,1238.86,2,0,0
229,Bluewater Titans,332.14,1,1,0
230,PlayerCo,992.86,2,0,0
230,Stack&Pray Drilling,1241.92,2,0,0
230,Bluewater Titans,332.59,1,1,0
231,PlayerCo,995.77,2,0,0
231,Stack&Pray Drilling,1244.98,2,0,0
231,Bluewater Titans,333.04,0,2,0
232,PlayerCo,998.68,2,0,0
232,Stack&Pray Drilling,1248.04,1,1,0
232,Bluewater Titans,332.14,0,2,0
233,PlayerCo,1001.59,2,0,0
233,Stack&Pray Drilling,1248.46,1,1,0
233,Bluewater Titans,332.98,1,1,0
234,PlayerCo,1004.5,2,0,0
234,Stack&Pray Drilling,1248.88,1,1,0
234,Bluewater Titans,333.82,1,1,0
235,PlayerCo,1007.41,2,0,0
235,Stack&Pray Drilling,1249.3,1,1,0
235,Bluewater Titans,334.66,1,1,0
236,PlayerCo,1010.32,2,0,0
236,Stack&Pray Drilling,1252.78,2,0,0
236,Bluewater Titans,335.5,1,1,0
237,PlayerCo,1013.23,1,1,0
237,Stack&Pray Drilling,1256.26,1,1,0
237,Bluewater Titans,336.34,1,1,0
238,PlayerCo,1016.02,2,0,0
238,Stack&Pray Drilling,1259.92,2,0,0
238,Bluewater Titans,337.18,1,1,0
239,PlayerCo,1018.81,2,0,0
239,Stack&Pray Drilling,1263.58,2,0,0
239,Bluewater Titans,338.02,1,1,0
240,PlayerCo,1021.6,2,0,0
240,Stack&Pray Drilling,1267.24,2,0,0
240,Bluewater Titans,338.86,1,1,0
